Date,Description,Deposits,Withdrawls,Balance
27-May-21,Interest,0,"37,451.62","74,903.23"
27-May-21,Miscellaneous,53.5,0,"74,956.73"
27-May-21,Debit Card,0,"14,991.35","59,965.38"
27-May-21,Reversal,0,"9,994.23","49,971.15"
28-May-21,NEFT,0,"24,985.58","24,985.58"
28-May-21,Miscellaneous,"18,862.00",0,"43,847.58"
28-May-21,Commission,0,"7,307.93","36,539.65"
28-May-21,Commission,0,"4,567.46","31,972.19"
28-May-21,IMPS,0,"7,993.05","23,979.14"
28-May-21,NEFT,48.25,0,"24,027.39"
28-May-21,RTGS,0,"4,004.57","20,022.82"
28-May-21,Transfer,299.3,0,"20,322.12"
28-May-21,RTGS,0,"2,540.27","17,781.86"
28-May-21,Reversal,0,"3,556.37","14,225.49"
28-May-21,Miscellaneous,0,"1,422.55","12,802.94"
28-May-21,ATM,40.4,0,"12,843.34"
28-May-21,ATM,0,"1,605.42","11,237.92"
28-May-21,Bill,9,0,"11,246.92"
28-May-21,Cheque,0,"3,748.97","7,497.95"
28-May-21,Reversal,0,"1,249.66","6,248.29"
28-May-21,Miscellaneous,0,"1,041.38","5,206.91"
28-May-21,Transfer,0,"5,206.91",0
28-May-21,Debit Card,"1,797,464.50",0,"1,797,464.50"
28-May-21,Miscellaneous,"20,638.75",0,"1,818,103.25"
28-May-21,ATM,0,"181,810.33","1,636,292.92"
28-May-21,Tax,"2,759.71",0,"1,639,052.63"
28-May-21,NEFT,143.76,0,"1,639,196.39"
28-May-21,Transfer,"2,479.00",0,"1,641,675.39"
28-May-21,IMPS,0,"273,612.57","1,368,062.82"
28-May-21,Commission,0,"228,010.47","1,140,052.35"
28-May-21,ATM,6,0,"1,140,058.35"
28-May-21,ATM,"1,853,846.00",0,"2,993,904.35"
28-May-21,Tax,0,"598,780.87","2,395,123.48"
28-May-21,Bill,2.59,0,"2,395,126.07"
28-May-21,Bill,0,"342,160.87","2,052,965.20"
28-May-21,NEFT,475.5,0,"2,053,440.70"
28-May-21,RTGS,0,"205,344.07","1,848,096.63"
28-May-21,Reversal,0,"264,013.80","1,584,082.83"
28-May-21,Cash,80.41,0,"1,584,163.24"
28-May-21,Cash,"204,479.53",0,"1,788,642.77"
28-May-21,Cheque,0,"447,160.69","1,341,482.08"
28-May-21,Purchase,0,"447,160.69","894,321.39"
28-May-21,Commission,4.7,0,"894,326.09"
28-May-21,Tax,"2,279.06",0,"896,605.15"
28-May-21,RTGS,0,"224,151.29","672,453.86"
28-May-21,Cheque,0,"672,453.86",0
28-May-21,Debit Card,"31,907.41",0,"31,907.41"
28-May-21,IMPS,488.8,0,"32,396.21"
28-May-21,Cheque,0,"4,049.53","28,346.68"
28-May-21,Transfer,"32,742.00",0,"61,088.68"
29-May-21,Miscellaneous,0,"10,181.45","50,907.23"
29-May-21,Bill,383.9,0,"51,291.13"
29-May-21,Interest,0,"8,548.52","42,742.61"
29-May-21,Purchase,61.94,0,"42,804.55"
29-May-21,Cheque,"9,574.76",0,"52,379.31"
29-May-21,Miscellaneous,2,0,"52,381.31"
29-May-21,Tax,0,"52,381.31",0
29-May-21,Reversal,88.8,0,88.8
29-May-21,IMPS,"1,275.00",0,"1,363.80"
29-May-21,Tax,0,"1,363.80",0
29-May-21,Interest,4,0,4
29-May-21,Interest,332.06,0,336.06
29-May-21,Cheque,"122,657.00",0,"122,993.06"
29-May-21,Cash,0,"12,299.31","110,693.75"
29-May-21,Cheque,0,"12,299.31","98,394.44"
29-May-21,Transfer,0,"12,299.31","86,095.14"
29-May-21,Purchase,0,"9,566.13","76,529.01"
29-May-21,Bill,66.9,0,"76,595.91"
29-May-21,RTGS,372,0,"76,967.91"
29-May-21,ATM,"22,255.00",0,"99,222.91"
29-May-21,IMPS,54.43,0,"99,277.34"
29-May-21,Cheque,0,"33,092.45","66,184.89"
29-May-21,Reversal,0,"22,061.63","44,123.26"
29-May-21,Commission,0,"4,412.33","39,710.93"
29-May-21,NEFT,0,"9,927.73","29,783.20"
29-May-21,RTGS,0,"29,783.20",0
29-May-21,Transfer,"2,343.80",0,"2,343.80"
29-May-21,Reversal,7,0,"2,350.80"
29-May-21,IMPS,4.02,0,"2,354.82"
29-May-21,Commission,0,235.48,"2,119.34"
29-May-21,Tax,"9,015.19",0,"11,134.53"
29-May-21,Tax,0,"5,567.27","5,567.26"
29-May-21,Tax,0,"1,855.75","3,711.51"
29-May-21,Interest,1,0,"3,712.51"
29-May-21,Bill,"232,119.00",0,"235,831.51"
29-May-21,Reversal,"706,762.75",0,"942,594.26"
29-May-21,Tax,0,"188,518.85","754,075.41"
29-May-21,Cash,0,"94,259.43","659,815.98"
29-May-21,Purchase,0,"164,954.00","494,861.98"
29-May-21,Cash,0,"247,430.99","247,430.99"
29-May-21,Miscellaneous,0,"49,486.20","197,944.79"
29-May-21,Commission,0,"21,993.87","175,950.92"
29-May-21,Transfer,0,"21,993.87","153,957.06"
29-May-21,Bill,0,"38,489.27","115,467.80"
29-May-21,IMPS,"1,263,454.50",0,"1,378,922.30"
29-May-21,ATM,0.6,0,"1,378,922.90"
29-May-21,Tax,15.74,0,"1,378,938.64"
29-May-21,Transfer,0,"153,215.40","1,225,723.24"
29-May-21,Tax,5.8,0,"1,225,729.04"
29-May-21,Bill,0,"122,572.90","1,103,156.14"
29-May-21,Transfer,0,"275,789.04","827,367.10"
29-May-21,Tax,"2,191.92",0,"829,559.02"
29-May-21,Cash,75,0,"829,634.02"
29-May-21,Purchase,"3,946.00",0,"833,580.02"
29-May-21,Purchase,"203,317.80",0,"1,036,897.82"
29-May-21,Interest,"15,692.65",0,"1,052,590.47"
29-May-21,Tax,"1,855.30",0,"1,054,445.77"
29-May-21,ATM,3,0,"1,054,448.77"
29-May-21,Tax,0,"263,612.19","790,836.58"
29-May-21,Transfer,0,"112,976.65","677,859.93"
29-May-21,NEFT,0,"67,785.99","610,073.94"
29-May-21,ATM,"1,183.00",0,"611,256.94"
29-May-21,Miscellaneous,73,0,"611,329.94"
29-May-21,ATM,0,"122,265.99","489,063.95"
29-May-21,Miscellaneous,0,"489,063.95",0
29-May-21,Miscellaneous,36.45,0,36.45
29-May-21,RTGS,0,7.29,29.16
29-May-21,Interest,0,3.24,25.92
29-May-21,Interest,"125,536.50",0,"125,562.42"
29-May-21,Cheque,"28,621.90",0,"154,184.32"
29-May-21,Interest,"3,125.10",0,"157,309.42"
29-May-21,Transfer,3.5,0,"157,312.92"
29-May-21,Commission,"1,232.10",0,"158,545.02"
29-May-21,NEFT,0,"17,616.11","140,928.91"
29-May-21,Reversal,0,"17,616.11","123,312.80"
29-May-21,ATM,3.4,0,"123,316.20"
29-May-21,Tax,455.86,0,"123,772.06"
29-May-21,Cash,0,"13,752.45","110,019.61"
29-May-21,ATM,0,"27,504.90","82,514.71"
29-May-21,NEFT,0,"16,502.94","66,011.77"
29-May-21,Commission,535,0,"66,546.77"
29-May-21,Debit Card,0,"33,273.39","33,273.38"
29-May-21,Commission,0,"6,654.68","26,618.70"
29-May-21,Cheque,0,"2,661.87","23,956.83"
29-May-21,ATM,0,"23,956.83",0
29-May-21,Bill,4.9,0,4.9
29-May-21,Reversal,"1,449,094.00",0,"1,449,098.90"
29-May-21,NEFT,0,"207,014.13","1,242,084.77"
29-May-21,Interest,0,"155,260.60","1,086,824.17"
30-May-21,Bill,162.31,0,"1,086,986.48"
30-May-21,IMPS,0,"362,328.83","724,657.65"
30-May-21,ATM,0,"362,328.83","362,328.82"
30-May-21,Interest,0,"90,582.21","271,746.62"
30-May-21,Cash,51.1,0,"271,797.72"
30-May-21,Cash,343.7,0,"272,141.42"
30-May-21,Cash,"131,161.00",0,"403,302.42"
30-May-21,Bill,0,"50,412.80","352,889.62"
30-May-21,Miscellaneous,365,0,"353,254.62"
30-May-21,Miscellaneous,0,"39,250.51","314,004.11"
30-May-21,Commission,0,"78,501.03","235,503.08"
30-May-21,Cheque,0,"26,167.01","209,336.07"
30-May-21,Tax,"1,177.00",0,"210,513.07"
30-May-21,Reversal,462.56,0,"210,975.63"
30-May-21,Purchase,"22,991.00",0,"233,966.63"
30-May-21,Interest,0,"29,245.83","204,720.80"
30-May-21,Commission,0,"22,746.76","181,974.04"
30-May-21,Cheque,0,"45,493.51","136,480.53"
30-May-21,ATM,4.7,0,"136,485.23"
30-May-21,Miscellaneous,"21,377.80",0,"157,863.03"
30-May-21,Interest,0,"52,621.01","105,242.02"
30-May-21,Cash,52,0,"105,294.02"
30-May-21,Bill,0,"35,098.01","70,196.01"
30-May-21,Tax,50.2,0,"70,246.21"
30-May-21,Miscellaneous,"884,441.25",0,"954,687.46"
30-May-21,Bill,60.1,0,"954,747.56"
31-May-21,Cheque,39,0,"954,786.56"
31-May-21,Bill,0,"190,957.31","763,829.25"
31-May-21,Miscellaneous,0,"76,382.93","687,446.32"
31-May-21,Purchase,0,"85,930.79","601,515.53"
31-May-21,Miscellaneous,0,"300,757.77","300,757.76"
31-May-21,ATM,0,"300,757.76",0
31-May-21,Cash,259.8,0,259.8
31-May-21,Interest,0,86.6,173.2
31-May-21,NEFT,"49,514.00",0,"49,687.20"
31-May-21,RTGS,0,"49,687.20",0
31-May-21,Cheque,13,0,13
31-May-21,Transfer,54.47,0,67.47
31-May-21,Cheque,0,33.74,33.74
31-May-21,Cash,"2,075.00",0,"2,108.74"
31-May-21,Bill,177.3,0,"2,286.04"
31-May-21,Commission,"15,167.00",0,"17,453.04"
31-May-21,Miscellaneous,"862,483.00",0,"879,936.04"
31-May-21,NEFT,0,"125,705.15","754,230.89"
31-May-21,Transfer,"3,212.33",0,"757,443.22"
31-May-21,Commission,0,"126,240.54","631,202.68"
31-May-21,Tax,0,"78,900.34","552,302.35"
1-Jun-21,RTGS,0,"92,050.39","460,251.96"
1-Jun-21,Cheque,0,"92,050.39","368,201.57"
1-Jun-21,IMPS,2.47,0,"368,204.04"
1-Jun-21,RTGS,0,"61,367.34","306,836.70"
1-Jun-21,Commission,7.41,0,"306,844.11"
1-Jun-21,Miscellaneous,"3,494.00",0,"310,338.11"
1-Jun-21,Cheque,"17,319.00",0,"327,657.11"
1-Jun-21,Commission,"29,497.68",0,"357,154.79"
1-Jun-21,Cheque,0,"71,430.96","285,723.83"
1-Jun-21,Tax,0,"47,620.64","238,103.19"
1-Jun-21,NEFT,"1,763.60",0,"239,866.79"
1-Jun-21,RTGS,"10,480.48",0,"250,347.27"
1-Jun-21,IMPS,0,"62,586.82","187,760.45"
1-Jun-21,Cash,0,"23,470.06","164,290.39"
1-Jun-21,IMPS,0,"23,470.06","140,820.33"
1-Jun-21,Tax,0,"15,646.70","125,173.63"
1-Jun-21,Reversal,"28,311.50",0,"153,485.13"
1-Jun-21,Cash,0,"19,185.64","134,299.49"
1-Jun-21,Bill,7.31,0,"134,306.80"
1-Jun-21,Miscellaneous,26,0,"134,332.80"
1-Jun-21,NEFT,0,"16,791.60","117,541.20"
1-Jun-21,Transfer,131,0,"117,672.20"
1-Jun-21,Cash,0,"58,836.10","58,836.10"
1-Jun-21,Reversal,0,"58,836.10",0
1-Jun-21,Transfer,"3,047.10",0,"3,047.10"
1-Jun-21,Bill,0,"1,015.70","2,031.40"
1-Jun-21,Commission,0,338.57,"1,692.83"
1-Jun-21,Reversal,0,169.28,"1,523.55"
1-Jun-21,ATM,0,507.85,"1,015.70"
1-Jun-21,Interest,0,507.85,507.85
1-Jun-21,ATM,"1,935.00",0,"2,442.85"
1-Jun-21,Debit Card,0,814.28,"1,628.57"
2-Jun-21,Interest,"748,612.00",0,"750,240.57"
2-Jun-21,Reversal,256,0,"750,496.57"
2-Jun-21,RTGS,"101,946.00",0,"852,442.57"
2-Jun-21,Tax,0,"284,147.52","568,295.05"
2-Jun-21,Debit Card,"45,591.80",0,"613,886.85"
3-Jun-21,Commission,0,"102,314.48","511,572.38"
3-Jun-21,Reversal,0,"255,786.19","255,786.19"
3-Jun-21,RTGS,"613,763.75",0,"869,549.94"
3-Jun-21,Bill,427,0,"869,976.94"
3-Jun-21,Cheque,2.83,0,"869,979.77"
3-Jun-21,Cash,"2,934.50",0,"872,914.27"
4-Jun-21,Cheque,52.5,0,"872,966.77"
4-Jun-21,Debit Card,"56,338.60",0,"929,305.37"
4-Jun-21,Tax,53,0,"929,358.37"
4-Jun-21,Cheque,0,"309,786.12","619,572.25"
4-Jun-21,Debit Card,0,"123,914.45","495,657.80"
4-Jun-21,RTGS,"1,650.00",0,"497,307.80"
4-Jun-21,NEFT,50.8,0,"497,358.60"
4-Jun-21,Tax,0,"497,358.60",0
4-Jun-21,Reversal,"2,432.00",0,"2,432.00"
4-Jun-21,Interest,0,"1,216.00","1,216.00"
4-Jun-21,Miscellaneous,360,0,"1,576.00"
4-Jun-21,IMPS,"28,216.06",0,"29,792.06"
4-Jun-21,Bill,0,"14,896.03","14,896.03"
4-Jun-21,NEFT,4,0,"14,900.03"
4-Jun-21,Tax,"20,986.66",0,"35,886.69"
4-Jun-21,Interest,0,"11,962.23","23,924.46"
4-Jun-21,NEFT,"1,257,794.75",0,"1,281,719.21"
4-Jun-21,Bill,0,"640,859.61","640,859.60"
4-Jun-21,Tax,0,"640,859.60",0
4-Jun-21,Commission,3.21,0,3.21
4-Jun-21,Interest,0,3.21,0
4-Jun-21,IMPS,64,0,64
4-Jun-21,Transfer,0,8,56
4-Jun-21,ATM,0,14,42
4-Jun-21,Bill,1,0,43
4-Jun-21,Purchase,0,7.17,35.83
5-Jun-21,Cheque,"3,826.87",0,"3,862.70"
5-Jun-21,Tax,0,643.78,"3,218.92"
5-Jun-21,RTGS,0,"1,609.46","1,609.46"
5-Jun-21,ATM,0,201.18,"1,408.28"
5-Jun-21,Transfer,0,281.66,"1,126.62"
5-Jun-21,Commission,0,187.77,938.85
5-Jun-21,Purchase,"28,081.23",0,"29,020.08"
6-Jun-21,Commission,"251,422.00",0,"280,442.08"
6-Jun-21,RTGS,"1,701,924.20",0,"1,982,366.28"
6-Jun-21,IMPS,"7,519.59",0,"1,989,885.87"
6-Jun-21,Cheque,0,"284,269.41","1,705,616.46"
6-Jun-21,Tax,"2,048,327.50",0,"3,753,943.96"
6-Jun-21,Commission,"1,593.60",0,"3,755,537.56"
6-Jun-21,Interest,0,"751,107.51","3,004,430.05"
6-Jun-21,Miscellaneous,0,"500,738.34","2,503,691.71"
6-Jun-21,Commission,0,"1,251,845.86","1,251,845.86"
6-Jun-21,Tax,0,"417,281.95","834,563.91"
6-Jun-21,Bill,"1,266,396.00",0,"2,100,959.91"
6-Jun-21,Cheque,0,"210,095.99","1,890,863.92"
6-Jun-21,Reversal,0,"630,287.97","1,260,575.95"
6-Jun-21,Bill,0,"180,082.28","1,080,493.67"
6-Jun-21,IMPS,"29,475.00",0,"1,109,968.67"
6-Jun-21,Miscellaneous,"6,085.00",0,"1,116,053.67"
6-Jun-21,Debit Card,0,"279,013.42","837,040.25"
6-Jun-21,Purchase,2,0,"837,042.25"
6-Jun-21,RTGS,"24,202.20",0,"861,244.45"
7-Jun-21,ATM,0,"95,693.83","765,550.62"
7-Jun-21,Miscellaneous,0,"382,775.31","382,775.31"
7-Jun-21,Debit Card,0,"42,530.59","340,244.72"
7-Jun-21,ATM,"1,819,005.00",0,"2,159,249.72"
7-Jun-21,Transfer,2,0,"2,159,251.72"
7-Jun-21,Reversal,0,"239,916.86","1,919,334.86"
7-Jun-21,Cash,"1,846,870.25",0,"3,766,205.11"
7-Jun-21,Cheque,23.22,0,"3,766,228.33"
7-Jun-21,Purchase,0,"1,883,114.17","1,883,114.16"
7-Jun-21,RTGS,"3,563.77",0,"1,886,677.93"
7-Jun-21,Debit Card,6,0,"1,886,683.93"
7-Jun-21,NEFT,"21,954.80",0,"1,908,638.73"
7-Jun-21,Bill,0,"954,319.37","954,319.36"
7-Jun-21,Transfer,0,"318,106.45","636,212.91"
7-Jun-21,Bill,4.04,0,"636,216.95"
7-Jun-21,Transfer,0,"159,054.24","477,162.71"
7-Jun-21,NEFT,0,"238,581.36","238,581.36"
7-Jun-21,IMPS,3.88,0,"238,585.24"
7-Jun-21,Interest,0,"79,528.41","159,056.83"
7-Jun-21,RTGS,"1,783,401.00",0,"1,942,457.83"
8-Jun-21,Commission,0,"215,828.65","1,726,629.18"
8-Jun-21,Cheque,246,0,"1,726,875.18"
8-Jun-21,Reversal,0,"215,859.40","1,511,015.78"
8-Jun-21,Miscellaneous,0,"755,507.89","755,507.89"
8-Jun-21,Miscellaneous,0,"188,876.97","566,630.92"
8-Jun-21,Purchase,"135,814.70",0,"702,445.62"
8-Jun-21,Debit Card,"25,260.08",0,"727,705.70"
8-Jun-21,IMPS,0,"242,568.57","485,137.13"
8-Jun-21,Tax,"113,454.30",0,"598,591.43"
8-Jun-21,Tax,0,"99,765.24","498,826.19"
8-Jun-21,Debit Card,"1,262,344.20",0,"1,761,170.39"
8-Jun-21,Reversal,0,"587,056.80","1,174,113.59"
8-Jun-21,NEFT,"1,418.64",0,"1,175,532.23"
8-Jun-21,IMPS,0,"167,933.18","1,007,599.05"
8-Jun-21,Cheque,"185,525.40",0,"1,193,124.45"
8-Jun-21,Cash,6.1,0,"1,193,130.55"
8-Jun-21,Purchase,0,"596,565.28","596,565.28"
8-Jun-21,Commission,0,"66,285.03","530,280.25"
8-Jun-21,Bill,399.5,0,"530,679.75"
8-Jun-21,Transfer,0,"132,669.94","398,009.81"
8-Jun-21,IMPS,"4,075.18",0,"402,084.99"
8-Jun-21,NEFT,0,"402,084.99",0
8-Jun-21,NEFT,"28,139.27",0,"28,139.27"
8-Jun-21,RTGS,429,0,"28,568.27"
8-Jun-21,Debit Card,0,"4,761.38","23,806.89"
8-Jun-21,Purchase,"2,034,076.00",0,"2,057,882.89"
8-Jun-21,Commission,0,"293,983.27","1,763,899.62"
8-Jun-21,Commission,0,"440,974.91","1,322,924.72"
8-Jun-21,Cash,56.52,0,"1,322,981.24"
8-Jun-21,ATM,"22,224.00",0,"1,345,205.24"
8-Jun-21,Commission,120.65,0,"1,345,325.89"
8-Jun-21,Interest,0,"134,532.59","1,210,793.30"
8-Jun-21,NEFT,258,0,"1,211,051.30"
8-Jun-21,IMPS,0,"151,381.41","1,059,669.89"
8-Jun-21,IMPS,0,"105,966.99","953,702.90"
8-Jun-21,Cheque,161,0,"953,863.90"
8-Jun-21,Miscellaneous,1,0,"953,864.90"
8-Jun-21,Cheque,0,"476,932.45","476,932.45"
8-Jun-21,Cheque,0,"238,466.23","238,466.22"
8-Jun-21,RTGS,"3,778.23",0,"242,244.45"
8-Jun-21,Debit Card,0,"242,244.45",0
8-Jun-21,Miscellaneous,"13,763.00",0,"13,763.00"
8-Jun-21,Debit Card,0,"1,720.38","12,042.62"
8-Jun-21,Interest,"3,125.00",0,"15,167.62"
8-Jun-21,Interest,0,"3,791.91","11,375.72"
8-Jun-21,NEFT,"557,475.50",0,"568,851.22"
8-Jun-21,Purchase,494,0,"569,345.22"
8-Jun-21,IMPS,0,"71,168.15","498,177.07"
8-Jun-21,Cheque,"164,218.09",0,"662,395.16"
8-Jun-21,Debit Card,12.7,0,"662,407.86"
8-Jun-21,RTGS,0,"165,601.97","496,805.90"
8-Jun-21,Cheque,0,"124,201.48","372,604.43"
8-Jun-21,Interest,0,"46,575.55","326,028.88"
8-Jun-21,NEFT,0,"36,225.43","289,803.45"
8-Jun-21,Debit Card,0,"48,300.58","241,502.88"
8-Jun-21,ATM,0,"30,187.86","211,315.02"
8-Jun-21,Commission,44,0,"211,359.02"
8-Jun-21,Debit Card,"24,135.80",0,"235,494.82"
8-Jun-21,Commission,"4,349.53",0,"239,844.35"
8-Jun-21,RTGS,"250,125.80",0,"489,970.15"
8-Jun-21,IMPS,0,"97,994.03","391,976.12"
8-Jun-21,Miscellaneous,0,"97,994.03","293,982.09"
8-Jun-21,Reversal,"32,328.00",0,"326,310.09"
8-Jun-21,Debit Card,4,0,"326,314.09"
8-Jun-21,Cheque,44.49,0,"326,358.58"
8-Jun-21,Cash,0,"36,262.06","290,096.52"
8-Jun-21,Commission,0,"58,019.30","232,077.22"
8-Jun-21,Interest,0,"29,009.65","203,067.57"
9-Jun-21,Reversal,0,"22,563.06","180,504.51"
9-Jun-21,NEFT,63,0,"180,567.51"
9-Jun-21,Cheque,"878,133.20",0,"1,058,700.71"
9-Jun-21,Purchase,0,"117,633.41","941,067.30"
9-Jun-21,Debit Card,0,"94,106.73","846,960.57"
9-Jun-21,Bill,"1,600,800.00",0,"2,447,760.57"
9-Jun-21,IMPS,"2,084.10",0,"2,449,844.67"
9-Jun-21,Reversal,1.94,0,"2,449,846.61"
9-Jun-21,NEFT,0,"349,978.09","2,099,868.52"
9-Jun-21,Purchase,0,"299,981.22","1,799,887.30"
9-Jun-21,NEFT,0,"449,971.83","1,349,915.48"
9-Jun-21,Miscellaneous,"166,048.62",0,"1,515,964.10"
9-Jun-21,IMPS,0,"303,192.82","1,212,771.28"
9-Jun-21,Bill,0,"151,596.41","1,061,174.87"
9-Jun-21,Interest,175.5,0,"1,061,350.37"
9-Jun-21,Cheque,0,"106,135.04","955,215.33"
9-Jun-21,RTGS,0,"106,135.04","849,080.29"
9-Jun-21,NEFT,2.2,0,"849,082.49"
9-Jun-21,Cash,0,"121,297.50","727,784.99"
9-Jun-21,NEFT,"79,943.40",0,"807,728.39"
9-Jun-21,IMPS,186.79,0,"807,915.18"
9-Jun-21,Bill,3,0,"807,918.18"
9-Jun-21,Cash,0,"201,979.55","605,938.64"
9-Jun-21,Interest,0,"60,593.86","545,344.78"
9-Jun-21,Interest,0,"77,906.40","467,438.38"
9-Jun-21,IMPS,0.94,0,"467,439.32"
9-Jun-21,Purchase,0,"155,813.11","311,626.21"
9-Jun-21,Purchase,"12,119.77",0,"323,745.98"
9-Jun-21,Miscellaneous,3,0,"323,748.98"
9-Jun-21,Transfer,4,0,"323,752.98"
9-Jun-21,Transfer,0,"161,876.49","161,876.49"
9-Jun-21,Interest,"1,339.00",0,"163,215.49"
9-Jun-21,Purchase,"981,895.75",0,"1,145,111.24"
9-Jun-21,Interest,0,"163,587.32","981,523.92"
9-Jun-21,Reversal,0,"196,304.78","785,219.14"
9-Jun-21,ATM,0,"112,174.16","673,044.98"
9-Jun-21,Cash,0,"96,149.28","576,895.70"
9-Jun-21,RTGS,0,"144,223.93","432,671.78"
9-Jun-21,Purchase,0,"72,111.96","360,559.82"
9-Jun-21,Transfer,0,"72,111.96","288,447.86"
10-Jun-21,Tax,0,"28,844.79","259,603.07"
10-Jun-21,Commission,0,"43,267.18","216,335.89"
10-Jun-21,Cheque,0,"27,041.99","189,293.90"
10-Jun-21,Reversal,"213,213.00",0,"402,506.90"
10-Jun-21,Cheque,0,"80,501.38","322,005.52"
10-Jun-21,Miscellaneous,"4,283.20",0,"326,288.72"
10-Jun-21,Debit Card,55.8,0,"326,344.52"
10-Jun-21,Interest,0,"163,172.26","163,172.26"
10-Jun-21,ATM,96,0,"163,268.26"
10-Jun-21,Transfer,0,"16,326.83","146,941.43"
10-Jun-21,Transfer,0,"16,326.83","130,614.60"
10-Jun-21,NEFT,0,"65,307.30","65,307.30"
10-Jun-21,Purchase,0,"16,326.83","48,980.48"
10-Jun-21,Bill,"1,137,316.00",0,"1,186,296.48"
10-Jun-21,NEFT,23,0,"1,186,319.48"
10-Jun-21,Cash,0,"593,159.74","593,159.74"
10-Jun-21,IMPS,0,"197,719.91","395,439.83"
10-Jun-21,ATM,"3,542.00",0,"398,981.83"
10-Jun-21,Bill,0,"44,331.31","354,650.52"
10-Jun-21,Tax,0,"177,325.26","177,325.26"
10-Jun-21,Tax,11,0,"177,336.26"
10-Jun-21,Commission,"1,690.49",0,"179,026.75"
10-Jun-21,Interest,"180,864.30",0,"359,891.05"
10-Jun-21,Commission,0,"51,413.01","308,478.04"
10-Jun-21,Bill,"168,404.00",0,"476,882.04"
10-Jun-21,Cash,0,"47,688.20","429,193.84"
10-Jun-21,IMPS,0,"429,193.84",0
10-Jun-21,IMPS,6,0,6
10-Jun-21,Interest,0,6,0
10-Jun-21,NEFT,6.78,0,6.78
10-Jun-21,IMPS,0,0.85,5.93
10-Jun-21,Reversal,"501,386.00",0,"501,391.93"
10-Jun-21,Interest,0,"501,391.93",0
10-Jun-21,Reversal,53,0,53
10-Jun-21,Tax,"26,000.00",0,"26,053.00"
10-Jun-21,Reversal,0,"2,605.30","23,447.70"
10-Jun-21,Miscellaneous,0,"7,815.90","15,631.80"
10-Jun-21,Miscellaneous,12.92,0,"15,644.72"
10-Jun-21,Cash,42.9,0,"15,687.62"
10-Jun-21,Reversal,0,"3,137.52","12,550.10"
10-Jun-21,Interest,218,0,"12,768.10"
10-Jun-21,ATM,"2,196.13",0,"14,964.23"
10-Jun-21,RTGS,0,"1,496.42","13,467.81"
10-Jun-21,Debit Card,7.6,0,"13,475.41"
10-Jun-21,Cheque,0,"3,368.85","10,106.56"
10-Jun-21,Miscellaneous,0.65,0,"10,107.21"
10-Jun-21,NEFT,0,"1,123.02","8,984.19"
10-Jun-21,ATM,0,"4,492.10","4,492.10"
10-Jun-21,Miscellaneous,"2,037,553.80",0,"2,042,045.90"
10-Jun-21,ATM,0,"680,681.97","1,361,363.93"
10-Jun-21,Reversal,0,"226,893.99","1,134,469.94"
10-Jun-21,NEFT,"2,894.80",0,"1,137,364.74"
10-Jun-21,Transfer,0,"568,682.37","568,682.37"
10-Jun-21,Tax,0,"142,170.59","426,511.78"
10-Jun-21,Tax,0,"42,651.18","383,860.60"
10-Jun-21,Tax,0,"54,837.23","329,023.37"
10-Jun-21,Commission,0,"164,511.69","164,511.68"
10-Jun-21,Reversal,"152,862.00",0,"317,373.68"
10-Jun-21,Cheque,0,"35,263.74","282,109.94"
10-Jun-21,Bill,"4,078.00",0,"286,187.94"
10-Jun-21,Interest,0,"31,798.66","254,389.28"
10-Jun-21,Commission,0,"254,389.28",0
10-Jun-21,Bill,"194,432.00",0,"194,432.00"
10-Jun-21,NEFT,0,"64,810.67","129,621.33"
10-Jun-21,Debit Card,0,"18,517.33","111,104.00"
10-Jun-21,Purchase,"268,035.50",0,"379,139.50"
10-Jun-21,Commission,"67,316.40",0,"446,455.90"
10-Jun-21,Interest,0,"49,606.21","396,849.69"
10-Jun-21,Commission,5,0,"396,854.69"
10-Jun-21,IMPS,0,"56,693.53","340,161.16"
10-Jun-21,NEFT,0,"68,032.23","272,128.93"
10-Jun-21,Debit Card,0,"38,875.56","233,253.37"
10-Jun-21,Reversal,0,"58,313.34","174,940.03"
10-Jun-21,Tax,0,"17,494.00","157,446.03"
10-Jun-21,Interest,0,"22,492.29","134,953.74"
10-Jun-21,RTGS,0,"22,492.29","112,461.45"
10-Jun-21,Commission,64,0,"112,525.45"
10-Jun-21,IMPS,6,0,"112,531.45"
10-Jun-21,Cheque,0,"18,755.24","93,776.21"
10-Jun-21,Reversal,"27,791.20",0,"121,567.41"
11-Jun-21,IMPS,"149,001.22",0,"270,568.63"
11-Jun-21,Debit Card,0,"135,284.32","135,284.32"
11-Jun-21,Transfer,4.03,0,"135,288.35"
11-Jun-21,Cheque,0,"16,911.04","118,377.31"
11-Jun-21,Bill,0,"59,188.66","59,188.66"
11-Jun-21,NEFT,"102,826.50",0,"162,015.16"
11-Jun-21,Tax,0,"27,002.53","135,012.63"
11-Jun-21,Debit Card,0,"13,501.26","121,511.37"
11-Jun-21,Transfer,0,"17,358.77","104,152.60"
11-Jun-21,Miscellaneous,0,"26,038.15","78,114.45"
11-Jun-21,Transfer,299.79,0,"78,414.24"
11-Jun-21,Interest,0,"78,414.24",0
11-Jun-21,IMPS,6,0,6
11-Jun-21,Commission,0,0.75,5.25
11-Jun-21,Debit Card,20.4,0,25.65
11-Jun-21,Reversal,0,8.55,17.1
11-Jun-21,Tax,"14,127.00",0,"14,144.10"
